,coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,snow
50,"{'lon': 17.75, 'lat': 54.54}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 35.22, 'feels_like': 24.76, 'temp_min': 33.01, 'temp_max': 37.99, 'pressure': 1024, 'humidity': 95}",10000.0,"{'speed': 12.75, 'deg': 240}",{'all': 75},1578281934,"{'type': 1, 'id': 1696, 'country': 'PL', 'sunrise': 1578294573, 'sunset': 1578321548}",3600,3093739,Lebork,200,,
51,"{'lon': -24.5, 'lat': 14.9}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 70.3, 'feels_like': 61.93, 'temp_min': 70.3, 'temp_max': 70.3, 'pressure': 1017, 'humidity': 67, 'sea_level': 1017, 'grnd_level': 996}",,"{'speed': 19.91, 'deg': 67}",{'all': 98},1578281649,"{'country': 'CV', 'sunrise': 1578297902, 'sunset': 1578338506}",-3600,3374210,Sao Filipe,200,,
52,"{'lon': -151.75, 'lat': -16.48}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 82.38, 'feels_like': 85.08, 'temp_min': 82.38, 'temp_max': 82.38, 'pressure': 1011, 'humidity': 72, 'sea_level': 1011, 'grnd_level': 1010}",,"{'speed': 11.03, 'deg': 133}",{'all': 12},1578281646,"{'country': 'PF', 'sunrise': 1578238800, 'sunset': 1578285853}",-36000,4034551,Faanui,200,{'3h': 0.69},
53,"{'lon': 8.4, 'lat': 45.18}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 34.38, 'feels_like': 26.28, 'temp_min': 28.99, 'temp_max': 39.99, 'pressure': 1031, 'humidity': 91}",10000.0,"{'speed': 8.05, 'deg': 10}",{'all': 0},1578281935,"{'type': 1, 'id': 6734, 'country': 'IT', 'sunrise': 1578294301, 'sunset': 1578326309}",3600,3164565,Vila,200,,
54,"{'lon': -83.67, 'lat': 49.69}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",model,"{'temp': 15.26, 'feels_like': 5.54, 'temp_min': 15.26, 'temp_max': 15.26, 'pressure': 1004, 'humidity': 95, 'sea_level': 1004, 'grnd_level': 971}",,"{'speed': 7.49, 'deg': 139}",{'all': 100},1578281935,"{'country': 'CA', 'sunrise': 1578231071, 'sunset': 1578260893}",-18000,5973108,Hearst,200,,{'3h': 0.75}
55,"{'lon': -53.48, 'lat': -1.8}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 73.74, 'feels_like': 81.07, 'temp_min': 73.74, 'temp_max': 73.74, 'pressure': 1012, 'humidity': 96, 'sea_level': 1012, 'grnd_level': 1010}",,"{'speed': 2.89, 'deg': 61}",{'all': 37},1578281935,"{'country': 'BR', 'sunrise': 1578303166, 'sunset': 1578347156}",-10800,3391287,Prainha,200,{'3h': 1.56},
56,"{'lon': -105.27, 'lat': 40.02}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 27.66, 'feels_like': 18.5, 'temp_min': 23, 'temp_max': 32, 'pressure': 1019, 'humidity': 85}",16093.0,"{'speed': 8.08, 'deg': 254}",{'all': 75},1578281800,"{'type': 1, 'id': 3406, 'country': 'US', 'sunrise': 1578234188, 'sunset': 1578268148}",-25200,5574991,Boulder,200,,
57,"{'lon': 149.07, 'lat': -23.58}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 90.79, 'feels_like': 86.97, 'temp_min': 90.79, 'temp_max': 90.79, 'pressure': 1011, 'humidity': 38, 'sea_level': 1011, 'grnd_level': 991}",,"{'speed': 13.69, 'deg': 71}",{'all': 74},1578281935,"{'country': 'AU', 'sunrise': 1578252181, 'sunset': 1578300887}",36000,2175403,Bluff,200,,
58,"{'lon': -53.67, 'lat': 66.94}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",model,"{'temp': -5.37, 'feels_like': -20.74, 'temp_min': -5.37, 'temp_max': -5.37, 'pressure': 980, 'humidity': 96, 'sea_level': 980, 'grnd_level': 947}",,"{'speed': 15.7, 'deg': 339}",{'all': 100},1578281935,"{'country': 'GL', 'sunrise': 1578320217, 'sunset': 1578330196}",-10800,3419842,Sisimiut,200,,{'3h': 0.56}
59,"{'lon': -115.22, 'lat': 36.05}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 47.08, 'feels_like': 41.16, 'temp_min': 42.8, 'temp_max': 51.8, 'pressure': 1028, 'humidity': 52}",16093.0,"{'speed': 3.76, 'deg': 322}",{'all': 1},1578281936,"{'type': 1, 'id': 3527, 'country': 'US', 'sunrise': 1578235918, 'sunset': 1578271196}",-28800,5503766,Enterprise,200,,
60,"{'lon': -80.86, 'lat': -2.23}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 77, 'feels_like': 78.94, 'temp_min': 77, 'temp_max': 77, 'pressure': 1015, 'humidity': 83}",10000.0,"{'speed': 11.41, 'deg': 300}",{'all': 0},1578281936,"{'type': 1, 'id': 8538, 'country': 'EC', 'sunrise': 1578223268, 'sunset': 1578267347}",-18000,3651438,Santa Elena,200,,
61,"{'lon': -135.01, 'lat': 68.22}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': -16.6, 'feels_like': -27.44, 'temp_min': -16.6, 'temp_max': -16.6, 'pressure': 1024, 'humidity': 68}",11265.0,"{'speed': 6.93, 'deg': 340}",{'all': 90},1578281879,"{'type': 1, 'id': 796, 'country': 'CA', 'sunrise': 0, 'sunset': 0}",-25200,5882953,Aklavik,200,,
62,"{'lon': -105.3, 'lat': 55.1}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 1.4, 'feels_like': -6.32, 'temp_min': 1.4, 'temp_max': 1.4, 'pressure': 1007, 'humidity': 77}",24140.0,"{'speed': 2.24, 'deg': 110}",{'all': 90},1578281656,"{'type': 1, 'id': 949, 'country': 'CA', 'sunrise': 1578237922, 'sunset': 1578264429}",-21600,6050066,La Ronge,200,,
63,"{'lon': -69.36, 'lat': 77.48}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': -25.26, 'feels_like': -33.99, 'temp_min': -25.26, 'temp_max': -25.26, 'pressure': 990, 'humidity': 51, 'sea_level': 990, 'grnd_level': 947}",,"{'speed': 2.95, 'deg': 69}",{'all': 74},1578281936,"{'country': 'GL', 'sunrise': 0, 'sunset': 0}",-14400,3831208,Qaanaaq,200,,
64,"{'lon': 30.79, 'lat': 59.7}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 26.51, 'feels_like': 19.08, 'temp_min': 26.01, 'temp_max': 27, 'pressure': 1018, 'humidity': 79}",10000.0,"{'speed': 4.47, 'deg': 210}",{'all': 100},1578281937,"{'type': 1, 'id': 8926, 'country': 'RU', 'sunrise': 1578293615, 'sunset': 1578316245}",10800,546105,Nikolskoye,200,,
65,"{'lon': 9.77, 'lat': 1.87}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 73.99, 'feels_like': 81.46, 'temp_min': 73.99, 'temp_max': 73.99, 'pressure': 1010, 'humidity': 95, 'sea_level': 1010, 'grnd_level': 990}",,"{'speed': 2.59, 'deg': 131}",{'all': 60},1578281937,"{'country': 'GQ', 'sunrise': 1578288347, 'sunset': 1578331606}",3600,2310046,Bata,200,{'3h': 1.06},
66,"{'lon': -67.52, 'lat': -46.43}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 56.43, 'feels_like': 41.4, 'temp_min': 56.43, 'temp_max': 56.43, 'pressure': 1001, 'humidity': 57, 'sea_level': 1001, 'grnd_level': 990}",,"{'speed': 23.22, 'deg': 191}",{'all': 64},1578281848,"{'country': 'AR', 'sunrise': 1578300375, 'sunset': 1578356688}",-10800,3863379,Mar del Plata,200,,
67,"{'lon': -13.05, 'lat': 20.52}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 51.82, 'feels_like': 42.48, 'temp_min': 51.82, 'temp_max': 51.82, 'pressure': 1020, 'humidity': 27, 'sea_level': 1020, 'grnd_level': 975}",,"{'speed': 7.54, 'deg': 70}",{'all': 0},1578281937,"{'country': 'MR', 'sunrise': 1578295768, 'sunset': 1578335141}",0,2381334,Atar,200,,
68,"{'lon': 8.83, 'lat': 63.73}","[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",stations,"{'temp': 45.18, 'feels_like': 34.56, 'temp_min': 44.01, 'temp_max': 46.4, 'pressure': 1006, 'humidity': 93}",10000.0,"{'speed': 16.11, 'deg': 230}",{'all': 75},1578281937,"{'type': 1, 'id': 1647, 'country': 'NO', 'sunrise': 1578301498, 'sunset': 1578318906}",3600,3139597,Sistranda,200,,
69,"{'lon': 150.8, 'lat': -2.57}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': 85.75, 'feels_like': 91.15, 'temp_min': 85.75, 'temp_max': 85.75, 'pressure': 1006, 'humidity': 69, 'sea_level': 1006, 'grnd_level': 1006}",,"{'speed': 8.14, 'deg': 340}",{'all': 29},1578281889,"{'country': 'PG', 'sunrise': 1578254046, 'sunset': 1578298192}",36000,2094342,Kavieng,200,,
70,"{'lon': -159.32, 'lat': 22.08}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 78.51, 'feels_like': 76.35, 'temp_min': 75.99, 'temp_max': 80.6, 'pressure': 1021, 'humidity': 78}",16093.0,"{'speed': 18.34, 'deg': 50}",{'all': 75},1578281877,"{'type': 1, 'id': 7873, 'country': 'US', 'sunrise': 1578244644, 'sunset': 1578283644}",-36000,5848280,Kapaa,200,,
71,"{'lon': 50.28, 'lat': -14.9}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 80.06, 'feels_like': 84.22, 'temp_min': 80.06, 'temp_max': 80.06, 'pressure': 1011, 'humidity': 78, 'sea_level': 1011, 'grnd_level': 1010}",,"{'speed': 8.55, 'deg': 226}",{'all': 86},1578281938,"{'country': 'MG', 'sunrise': 1578276902, 'sunset': 1578323600}",10800,1071296,Antalaha,200,{'3h': 0.81},
72,"{'lon': -147.72, 'lat': 64.84}","[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13n'}]",stations,"{'temp': -25.37, 'feels_like': -33.61, 'temp_min': -27.99, 'temp_max': -20, 'pressure': 1016, 'humidity': 67}",8047.0,"{'speed': 2.15, 'deg': 37}",{'all': 90},1578281851,"{'type': 1, 'id': 7683, 'country': 'US', 'sunrise': 1578253740, 'sunset': 1578268978}",-32400,5861897,Fairbanks,200,,
73,"{'lon': -111.73, 'lat': 40.04}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 30.63, 'feels_like': 23.11, 'temp_min': 19.99, 'temp_max': 34, 'pressure': 1030, 'humidity': 86}",16093.0,"{'speed': 5.82, 'deg': 310}",{'all': 40},1578281938,"{'type': 1, 'id': 5442, 'country': 'US', 'sunrise': 1578235742, 'sunset': 1578269696}",-25200,5779548,Payson,200,,
74,"{'lon': -139.03, 'lat': -9.8}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 79.9, 'feels_like': 82.76, 'temp_min': 79.9, 'temp_max': 79.9, 'pressure': 1010, 'humidity': 78, 'sea_level': 1010, 'grnd_level': 1009}",,"{'speed': 10.71, 'deg': 16}",{'all': 63},1578281938,"{'country': 'PF', 'sunrise': 1578236462, 'sunset': 1578282084}",-34200,4020109,Atuona,200,{'3h': 1.75},
75,"{'lon': 98.78, 'lat': 1.74}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 85.64, 'feels_like': 91.02, 'temp_min': 85.64, 'temp_max': 85.64, 'pressure': 1012, 'humidity': 55, 'sea_level': 1012, 'grnd_level': 980}",,"{'speed': 1.92, 'deg': 84}",{'all': 1},1578281939,"{'country': 'ID', 'sunrise': 1578266965, 'sunset': 1578310250}",25200,1213855,Sibolga,200,,
76,"{'lon': -133.03, 'lat': 69.44}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': -23.8, 'feels_like': -33.47, 'temp_min': -23.8, 'temp_max': -23.8, 'pressure': 1026, 'humidity': 67}",24140.0,"{'speed': 4.7, 'deg': 360}",{'all': 20},1578281939,"{'type': 1, 'id': 942, 'country': 'CA', 'sunrise': 0, 'sunset': 0}",-25200,6170031,Tuktoyaktuk,200,,
77,"{'lon': 51.53, 'lat': 25.29}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 61.97, 'feels_like': 58.82, 'temp_min': 60.8, 'temp_max': 62.6, 'pressure': 1017, 'humidity': 82}",10000.0,"{'speed': 9.17, 'deg': 310}",{'all': 32},1578281715,"{'type': 1, 'id': 7614, 'country': 'QA', 'sunrise': 1578280827, 'sunset': 1578319075}",10800,290030,Doha,200,,
78,"{'lon': 138.6, 'lat': -33.21}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 73.4, 'feels_like': 75.18, 'temp_min': 73.4, 'temp_max': 73.4, 'pressure': 1016, 'humidity': 55, 'sea_level': 1016, 'grnd_level': 960}",,"{'speed': 0.31, 'deg': 290}",{'all': 82},1578281939,"{'country': 'AU', 'sunrise': 1578253383, 'sunset': 1578304712}",37800,2069194,Jamestown,200,,
79,"{'lon': 24.73, 'lat': -34}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 63.05, 'feels_like': 64.31, 'temp_min': 63.05, 'temp_max': 63.05, 'pressure': 1012, 'humidity': 87, 'sea_level': 1012, 'grnd_level': 981}",,"{'speed': 3, 'deg': 295}",{'all': 100},1578281878,"{'country': 'ZA', 'sunrise': 1578280606, 'sunset': 1578332164}",7200,986717,Kruisfontein,200,,
80,"{'lon': 125.41, 'lat': -8.93}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 81.5, 'feels_like': 83.03, 'temp_min': 81.5, 'temp_max': 81.5, 'pressure': 1008, 'humidity': 53, 'sea_level': 1008, 'grnd_level': 903}",,"{'speed': 4.97, 'deg': 288}",{'all': 100},1578281939,"{'country': 'TL', 'sunrise': 1578259495, 'sunset': 1578304933}",32400,1651810,Airai,200,,
81,"{'lon': 24.43, 'lat': -11.73}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 61.97, 'feels_like': 65.35, 'temp_min': 61.97, 'temp_max': 61.97, 'pressure': 1012, 'humidity': 96, 'sea_level': 1012, 'grnd_level': 859}",,"{'speed': 0.36, 'deg': 84}",{'all': 100},1578281939,"{'country': 'ZM', 'sunrise': 1578283447, 'sunset': 1578329466}",7200,902620,Mwinilunga,200,{'3h': 1.13},
82,"{'lon': 102.47, 'lat': 71.98}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",model,"{'temp': -2.85, 'feels_like': -12.48, 'temp_min': -2.85, 'temp_max': -2.85, 'pressure': 994, 'humidity': 98, 'sea_level': 994, 'grnd_level': 991}",,"{'speed': 5.68, 'deg': 162}",{'all': 99},1578281940,"{'country': 'RU', 'sunrise': 0, 'sunset': 0}",25200,2022572,Khatanga,200,,{'3h': 0.19}
83,"{'lon': 52.98, 'lat': 47.52}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 26.47, 'feels_like': 19.29, 'temp_min': 26.47, 'temp_max': 26.47, 'pressure': 1024, 'humidity': 72, 'sea_level': 1024, 'grnd_level': 1027}",,"{'speed': 3.67, 'deg': 142}",{'all': 100},1578281940,"{'country': 'KZ', 'sunrise': 1578284127, 'sunset': 1578315078}",18000,610023,Dossor,200,,
84,"{'lon': 18.42, 'lat': -33.93}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 62.44, 'feels_like': 59.56, 'temp_min': 62.01, 'temp_max': 63, 'pressure': 1013, 'humidity': 72}",10000.0,"{'speed': 6.93, 'deg': 200}",{'all': 20},1578281940,"{'type': 1, 'id': 1899, 'country': 'ZA', 'sunrise': 1578282132, 'sunset': 1578333667}",7200,3369157,Cape Town,200,,
85,"{'lon': -46, 'lat': -20.63}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 66.6, 'feels_like': 70.81, 'temp_min': 66.6, 'temp_max': 66.6, 'pressure': 1011, 'humidity': 96, 'sea_level': 1011, 'grnd_level': 914}",,"{'speed': 2.24, 'deg': 352}",{'all': 2},1578281940,"{'country': 'BR', 'sunrise': 1578299374, 'sunset': 1578347357}",-10800,3453439,Ponta do Sol,200,{'3h': 0.31},
86,"{'lon': 140.83, 'lat': 35.73}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 49.91, 'feels_like': 37.94, 'temp_min': 48.2, 'temp_max': 52, 'pressure': 1024, 'humidity': 42}",10000.0,"{'speed': 13.87, 'deg': 310}",{'all': 20},1578281940,"{'type': 1, 'id': 7955, 'country': 'JP', 'sunrise': 1578260817, 'sunset': 1578296208}",32400,2112802,Hasaki,200,,
87,"{'lon': -65.72, 'lat': 66.15}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': -46.19, 'feels_like': -54.31, 'temp_min': -46.19, 'temp_max': -46.19, 'pressure': 998, 'humidity': 90, 'sea_level': 998, 'grnd_level': 963}",,"{'speed': 1.74, 'deg': 356}",{'all': 100},1578281940,"{'country': 'CA', 'sunrise': 1578235633, 'sunset': 1578247713}",-18000,6096551,Pangnirtung,200,,
88,"{'lon': 167.18, 'lat': -15.51}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 86, 'feels_like': 91.6, 'temp_min': 86, 'temp_max': 86, 'pressure': 1009, 'humidity': 74}",10000.0,"{'speed': 10.29, 'deg': 120}",{'all': 75},1578281941,"{'type': 1, 'id': 7311, 'country': 'VU', 'sunrise': 1578248768, 'sunset': 1578295605}",39600,2136150,Luganville,200,,
89,"{'lon': 41.31, 'lat': 56.37}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 21.76, 'feels_like': 14.4, 'temp_min': 21.76, 'temp_max': 21.76, 'pressure': 1021, 'humidity': 96, 'sea_level': 1021, 'grnd_level': 1007}",,"{'speed': 4.34, 'deg': 269}",{'all': 52},1578281941,"{'country': 'RU', 'sunrise': 1578289595, 'sunset': 1578315214}",10800,543460,Kovrov,200,,
90,"{'lon': -156.47, 'lat': 20.89}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 74.01, 'feels_like': 68.11, 'temp_min': 69.01, 'temp_max': 78.8, 'pressure': 1020, 'humidity': 61}",16093.0,"{'speed': 16.11, 'deg': 60}",{'all': 20},1578281934,"{'type': 1, 'id': 7879, 'country': 'US', 'sunrise': 1578243822, 'sunset': 1578283097}",-36000,5847411,Kahului,200,,
91,"{'lon': 143.24, 'lat': 59.36}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 5.38, 'feels_like': -6.05, 'temp_min': 5.38, 'temp_max': 5.38, 'pressure': 1024, 'humidity': 79, 'sea_level': 1024, 'grnd_level': 1019}",,"{'speed': 9.13, 'deg': 338}",{'all': 0},1578281677,"{'country': 'RU', 'sunrise': 1578266468, 'sunset': 1578289399}",36000,2122605,Okhotsk,200,,
92,"{'lon': 152.93, 'lat': -29.69}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 87.35, 'feels_like': 86.11, 'temp_min': 84, 'temp_max': 89.6, 'pressure': 1015, 'humidity': 40}",10000.0,"{'speed': 8.05, 'deg': 70}",{'all': 75},1578281941,"{'type': 1, 'id': 9523, 'country': 'AU', 'sunrise': 1578250455, 'sunset': 1578300760}",39600,2164771,Grafton,200,,
93,"{'lon': 102.25, 'lat': 27.88}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",model,"{'temp': 38.89, 'feels_like': 30.31, 'temp_min': 38.89, 'temp_max': 38.89, 'pressure': 1011, 'humidity': 86, 'sea_level': 1011, 'grnd_level': 725}",,"{'speed': 9.73, 'deg': 227}",{'all': 68},1578281941,"{'country': 'CN', 'sunrise': 1578268976, 'sunset': 1578306572}",28800,1789647,Xichang,200,,{'3h': 1.25}
94,"{'lon': -88.94, 'lat': 16.17}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 73.4, 'feels_like': 73.18, 'temp_min': 73.4, 'temp_max': 73.4, 'pressure': 1022, 'humidity': 73}",10000.0,"{'speed': 9.17, 'deg': 270}",{'all': 75},1578281942,"{'type': 1, 'id': 7081, 'country': 'BZ', 'sunrise': 1578227089, 'sunset': 1578267406}",-21600,3581398,Laguna,200,,
95,"{'lon': 15.63, 'lat': 78.22}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': -0.4, 'feels_like': -15.48, 'temp_min': -0.4, 'temp_max': -0.4, 'pressure': 1000, 'humidity': 64}",10000.0,"{'speed': 14.99, 'deg': 110}",{'all': 20},1578281889,"{'type': 1, 'id': 1663, 'country': 'NO', 'sunrise': 0, 'sunset': 0}",3600,2729907,Longyearbyen,200,,
96,"{'lon': -161.76, 'lat': 60.79}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': -17.43, 'feels_like': -28.91, 'temp_min': -18.4, 'temp_max': -16.6, 'pressure': 1015, 'humidity': 68}",16093.0,"{'speed': 8.05, 'deg': 20}",{'all': 1},1578281899,"{'type': 1, 'id': 7640, 'country': 'US', 'sunrise': 1578254047, 'sunset': 1578275413}",-32400,5880568,Bethel,200,,
97,"{'lon': -77.46, 'lat': 18.47}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 80.6, 'feels_like': 81.21, 'temp_min': 80.6, 'temp_max': 80.6, 'pressure': 1017, 'humidity': 83}",10000.0,"{'speed': 17.22, 'deg': 40}",{'all': 75},1578281942,"{'type': 1, 'id': 7107, 'country': 'JM', 'sunrise': 1578224585, 'sunset': 1578264399}",-18000,3488726,Rio Bueno,200,,
98,"{'lon': 108.01, 'lat': 61.28}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",model,"{'temp': 10.89, 'feels_like': -1.37, 'temp_min': 10.89, 'temp_max': 10.89, 'pressure': 1019, 'humidity': 92, 'sea_level': 1019, 'grnd_level': 978}",,"{'speed': 11.39, 'deg': 228}",{'all': 100},1578281942,"{'country': 'RU', 'sunrise': 1578275979, 'sunset': 1578296804}",28800,2012956,Yerbogachen,200,,{'3h': 0.31}
99,"{'lon': -124.22, 'lat': 43.41}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 45.34, 'feels_like': 38.66, 'temp_min': 43, 'temp_max': 48, 'pressure': 1036, 'humidity': 93}",16093.0,"{'speed': 9.17, 'deg': 150}",{'all': 90},1578281942,"{'type': 1, 'id': 5239, 'country': 'US', 'sunrise': 1578239371, 'sunset': 1578272064}",-28800,5742974,North Bend,200,,
100,"{'lon': -42.02, 'lat': -22.97}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 76.08, 'feels_like': 83.12, 'temp_min': 76.08, 'temp_max': 76.08, 'pressure': 1008, 'humidity': 86, 'sea_level': 1008, 'grnd_level': 1007}",,"{'speed': 2.51, 'deg': 16}",{'all': 100},1578281942,"{'country': 'BR', 'sunrise': 1578298139, 'sunset': 1578346680}",-10800,3471451,Arraial do Cabo,200,{'3h': 0.63},
101,"{'lon': 168.86, 'lat': -46.19}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 50, 'feels_like': 35.55, 'temp_min': 50, 'temp_max': 50, 'pressure': 1001, 'humidity': 86}",,"{'speed': 24, 'deg': 230, 'gust': 42.99}",{'all': 100},1578281943,"{'type': 3, 'id': 2008959, 'country': 'NZ', 'sunrise': 1578243659, 'sunset': 1578299907}",46800,6201424,Mataura,200,{'3h': 1.19},
102,"{'lon': 34.02, 'lat': -8.86}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 58.51, 'feels_like': 58.73, 'temp_min': 58.51, 'temp_max': 58.51, 'pressure': 1013, 'humidity': 81, 'sea_level': 1013, 'grnd_level': 788}",,"{'speed': 1.12, 'deg': 152}",{'all': 100},1578281943,"{'country': 'TZ', 'sunrise': 1578281444, 'sunset': 1578326865}",10800,160464,Chimala,200,,
103,"{'lon': 99.8, 'lat': 16.83}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,"{'temp': 82.44, 'feels_like': 88.81, 'temp_min': 77, 'temp_max': 86, 'pressure': 1016, 'humidity': 69}",3500.0,"{'speed': 3.36, 'deg': 50}",{'all': 0},1578281943,"{'type': 1, 'id': 9266, 'country': 'TH', 'sunrise': 1578268271, 'sunset': 1578308454}",25200,1152876,Khiri Mat,200,,
104,"{'lon': 64.42, 'lat': 33.35}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",model,"{'temp': 25.74, 'feels_like': 18.32, 'temp_min': 25.74, 'temp_max': 25.74, 'pressure': 1015, 'humidity': 99, 'sea_level': 1015, 'grnd_level': 736}",,"{'speed': 5.32, 'deg': 262}",{'all': 100},1578281943,"{'country': 'AF', 'sunrise': 1578278800, 'sunset': 1578314912}",16200,1122464,Taywarah,200,,{'3h': 0.75}
105,"{'lon': 26.89, 'lat': -33.59}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 68, 'feels_like': 71.92, 'temp_min': 68, 'temp_max': 68, 'pressure': 1011, 'humidity': 93}",,"{'speed': 3.13, 'deg': 254}",{'all': 99},1578281943,"{'type': 3, 'id': 2011314, 'country': 'ZA', 'sunrise': 1578280151, 'sunset': 1578331582}",7200,964432,Port Alfred,200,,
106,"{'lon': 43.28, 'lat': -11.38}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 78.8, 'feels_like': 82.06, 'temp_min': 78.8, 'temp_max': 78.8, 'pressure': 1011, 'humidity': 69}",10000.0,"{'speed': 5.82, 'deg': 100}",{'all': 20},1578281943,"{'type': 1, 'id': 2129, 'country': 'KM', 'sunrise': 1578278959, 'sunset': 1578324904}",10800,921786,Mitsamiouli,200,,
